index,fish-a1-002,fish-a2-029,fish-b1-158,fish-b2-171,fish-c1-008,fish-c2-018,larvae-18BG,larvae-23BGD
340,0.789116,0.792507,0.724138,0.850467,0.771242,0.852459,0.840909,0.766667
341,0.895833,0.895556,0.895288,0.872,0.917323,0.887931,0.814815,0.6875
342,0.925253,0.904811,0.898148,0.942446,0.887776,0.853714,0.868217,0.891892
343,0.939338,0.914692,0.894992,0.913043,0.906028,0.857143,0.838028,0.894118
344,0.925515,0.905741,0.908555,0.923077,0.877389,0.822124,0.937888,0.907216
345,0.877947,0.855172,0.853786,0.896,0.817167,0.749812,0.822917,0.854839
346,0.855042,0.786624,0.799349,0.895397,0.782536,0.712854,0.936975,0.914634
347,0.702671,0.726285,0.631793,0.805687,0.617978,0.54878,0.820084,0.841463
348,0.512397,0.616,0.228916,0.741379,0.676923,0.364865,0.728814,0.833333
349,0.917614,0.907285,0.855219,0.920455,0.890756,0.865044,0.942029,1
350,0.906888,0.903045,0.906336,0.932642,0.899614,0.845967,0.973856,0.991453
351,0.922693,0.925692,0.914778,0.941327,0.908414,0.855209,0.987578,0.991667
352,0.909091,0.895375,0.888792,0.918854,0.884753,0.834553,0.964497,0.95935
353,0.862233,0.827457,0.736842,0.869048,0.778223,0.692058,0.936782,0.944
354,0.812214,0.79867,0.662085,0.857585,0.743094,0.621517,0.857143,0.900901
355,0.735915,0.698925,0.551813,0.697143,0.575221,0.458065,0.846154,0.84127
356,0.670213,0.560621,0.581481,0.487106,0.641975,0.663551,0.814286,0.843137
357,0.802407,0.763502,0.700899,0.805243,0.723639,0.638033,0.856618,0.873171
358,0.648052,0.511299,0.578014,0.565111,0.562791,0.546703,0.869748,0.795455
359,0.551724,0.654788,0.579439,0.682171,0.5,0.177632,0.774194,0.8
360,0.696203,0.685333,0.622642,0.680556,0.648936,0.593496,0.888889,0.853659
361,0.781732,0.753886,0.700255,0.763092,0.744289,0.692096,0.874439,0.906977
362,0.665152,0.639647,0.62892,0.71028,0.593395,0.558049,0.779006,0.779817
363,0.577143,0.465659,0.605016,0.780899,0.61809,0.515284,0.551402,0.648148
364,0.753086,0.670498,0.446429,0.733333,0.631579,0.408163,0.655172,0.785714
365,0.764706,0.790323,0.8,0.75,0.779412,0.714286,0.090909,0
366,0.821577,0.768262,0.76259,0.827586,0.784689,0.728659,0.025,0.06
367,0.712846,0.642857,0.618557,0.587571,0.541455,0.53,0.27027,0.377358
368,0.815972,0.785714,0.660099,0.866667,0.692935,0.669811,0.044444,0.111111
369,0.689655,0.741463,0.571429,0.893617,0.675,0.5,0.8,0.875
370,0.746667,0.708333,0.611111,0.9,0.526316,0.447368,0.642857,0.875
371,0.806723,0.810036,0.884058,0.852459,0.622951,0.855422,1,0.888889
372,0.469003,0.545229,0.622166,0.552381,0.432,0.459357,0.845528,0.870968
373,0.586957,0.638554,0.612488,0.651357,0.532652,0.533136,0.735294,0.747475
374,0.736327,0.800097,0.790113,0.85906,0.692,0.675313,0.865979,0.882353
375,0.802003,0.818945,0.850153,0.913043,0.725827,0.757629,0.912162,0.90099
376,0.766254,0.826753,0.822273,0.87013,0.76341,0.772766,0.914474,0.919463
377,0.795707,0.877143,0.847639,0.92635,0.800507,0.814216,0.926829,0.921147
378,0.822415,0.889571,0.860044,0.925081,0.794181,0.807209,0.9511,0.916667
379,0.757886,0.83174,0.847116,0.9,0.743131,0.789431,0.910448,0.883636
380,0.823176,0.868728,0.846327,0.907216,0.798319,0.779684,0.943396,0.930894
381,0.799308,0.840535,0.82475,0.901213,0.756307,0.745152,0.934247,0.900415
382,0.892157,0.930886,0.927273,0.928571,0.882353,0.89881,0.942857,0.948718
383,0.88755,0.947664,0.93617,0.949367,0.890625,0.918182,0.961039,0.954545
384,0.88189,0.948052,0.948454,0.926829,0.920792,0.913043,0.95,0.978723
385,0.838356,0.918654,0.874172,0.960526,0.847262,0.882629,0.884615,0.971429
386,0.881944,0.934757,0.881007,0.970696,0.877016,0.896839,0.907563,0.953488
387,0.845011,0.905935,0.885714,0.889273,0.8327,0.863208,0.970803,0.96875
388,0.874818,0.89198,0.878706,0.911616,0.873539,0.847534,0.920792,0.961538
389,0.838501,0.886765,0.787703,0.946759,0.845343,0.813127,0.93617,0.935484
390,0.866417,0.903109,0.856487,0.945824,0.863131,0.82003,0.940476,0.945122
391,0.79011,0.738683,0.469461,0.733813,0.744961,0.689455,0.843206,0.865922
392,0.839879,0.796143,0.72973,0.86,0.76533,0.642534,0.904192,0.87069
393,0.766234,0.737888,0.428934,0.791367,0.736243,0.563433,0.814815,0.793651
394,0.728232,0.707627,0.457576,0.780702,0.704036,0.488938,0.841584,0.77193
395,0.641026,0.643052,0.468085,0.756522,0.560284,0.428571,0.833333,0.793103
396,0.989583,0.942387,0.961538,0.983333,0.914894,0.975309,0.933333,0.833333
397,0.983193,0.93985,0.975806,0.958333,0.959016,0.964286,0.394737,0.869565
398,0.922535,0.915033,0.861111,0.942529,0.909639,0.935065,0.780488,0.870968
399,0.950311,0.937685,0.961039,0.96,0.944444,0.927374,0.948276,0.794118
400,0.946237,0.944444,0.94012,0.964286,0.912134,0.921659,0.890625,0.9
401,0.884477,0.92668,0.870079,0.922581,0.848958,0.855586,0.853659,0.84
402,0.871166,0.893728,0.843648,0.907104,0.825708,0.810044,0.908163,0.811321
403,0.750355,0.795282,0.740385,0.691892,0.704671,0.663166,0.887417,0.922652
404,0.730469,0.738516,0.686192,0.755162,0.656294,0.6139,0.746269,0.764151
405,0.557692,0.702703,0.629213,0.831579,0.555556,0.471264,0.763158,0.866667
406,0.528736,0.883117,0.77551,0.808219,0.65,0.678571,0.807229,0.8
407,0.474886,0.69877,0.394444,0.642857,0.650273,0.662069,0.842466,0.813559
408,0.318702,0.408185,0.22547,0.322148,0.334946,0.464724,0.577586,0.652174
409,0.340409,0.484115,0.444444,0.394904,0.312528,0.423256,0.528428,0.403042
410,0.573226,0.649326,0.566278,0.696858,0.526741,0.566974,0.652807,0.656522
411,0.576923,0.597826,0.506329,0.774869,0.419708,0.43038,0.606061,0.657143
412,0.688235,0.727273,0.6125,0.784314,0.525641,0.549296,0.682927,0.709677
413,0.785235,0.760618,0.679487,0.9,0.680556,0.57377,0.445946,0.888889
414,0.793103,0.407843,0.638889,0.872093,0.666667,0.596491,0.760563,0.925926
415,0.782609,0.752381,0.721311,0.919355,0.682927,0.435897,0.75,0.833333
416,0.738739,0.748744,0.639344,0.9,0.588235,0.46875,0.72549,0.863636
417,0.859155,0.936306,0.910448,0.945652,0.84466,0.926829,0.224138,0.1
418,0.868966,0.925697,0.934783,0.978947,0.866667,0.909091,0.2,0.133333
419,0.83125,0.877551,0.82,0.811881,0.857143,0.867769,0.206349,0.179487
420,0.938326,0.946309,0.923077,0.93985,0.947566,0.935223,0.197183,0.166667
421,0.917073,0.893683,0.891827,0.942675,0.879237,0.863471,0.122867,0.136646
422,0.87931,0.866174,0.791246,0.872642,0.814471,0.733974,0.147887,0.133758
423,0.879617,0.871689,0.793515,0.889976,0.813039,0.718622,0.151515,0.126667
424,0.846918,0.841492,0.656891,0.870175,0.702128,0.578538,0.140449,0.149425
425,0.737609,0.732743,0.513812,0.777108,0.615108,0.561224,0.175926,0.153846
426,0.823171,0.759322,0.641791,0.784615,0.638554,0.653333,0.2,0.09375
427,0.773109,0.772532,0.701754,0.8,0.677419,0.685185,0.125,0.037037
428,0.855556,0.738462,0.644444,0.777778,0.512195,0.676471,0.185185,0.043478
429,0.271605,0.629032,0.878788,0.571429,0.064516,0.65625,0.391304,0
430,0.889435,0.908966,0.925697,0.882883,0.852989,0.910256,0.427184,0.488372
431,0.830369,0.865497,0.801653,0.846591,0.77699,0.765032,0.471655,0.463415
432,0.72973,0.812332,0.756522,0.889908,0.625,0.437037,0.626506,0.702128
433,0.763033,0.811475,0.72973,0.88785,0.626087,0.444444,0.407407,0.466667
434,0.742718,0.781163,0.759259,0.897196,0.654545,0.42735,0.486486,0.510638
435,0.790698,0.769608,0.813953,0.813559,0.805556,0.821229,0.774194,0.783784
436,0.754153,0.799242,0.856611,0.83125,0.787206,0.815824,0.73913,0.777778
437,0.605749,0.743421,0.812346,0.810078,0.730198,0.754331,0.554286,0.528
438,0.719247,0.815637,0.811951,0.829333,0.745559,0.697466,0.819853,0.791209
439,0.854473,0.869838,0.840407,0.882952,0.814164,0.780198,0.92233,0.892157
440,0.76516,0.730612,0.716303,0.806452,0.651543,0.677815,0.839827,0.755396
441,0.742009,0.682997,0.611111,0.816092,0.562396,0.53523,0.769231,0.651515
442,0.591463,0.610507,0.5625,0.739583,0.384615,0.454545,0.472973,0.204082
443,0.8125,0.728448,0.716418,0.719512,0.666667,0.435484,0.575758,0.791667
444,0.052632,0.080569,0.029412,0.038462,0.108911,0.059524,0.023256,0
445,0.066176,0.075908,0.019737,0.009901,0.034826,0.014706,0.033333,0
446,0.025862,0.053714,0.029752,0.018116,0.018088,0.029319,0.152866,0.126316
447,0.037951,0.0659,0.011817,0.029126,0.024599,0.044658,0.169492,0.141509
448,0.025408,0.034274,0.008746,0.012539,0.009414,0.017722,0.126316,0.064815
449,0.014754,0.034039,0.020528,0.011364,0.018573,0.025368,0.015152,0.034965
450,0.017442,0.035775,0.026279,0.035422,0.021664,0.090909,0.012097,0.016807
451,0.05852,0.10455,0.041885,0.06087,0.084175,0.067404,0.026042,0.050505
452,0.016162,0.04077,0.020595,0.013514,0.021116,0.012016,0.030864,0.012048
453,0.006849,0.04902,0.034091,0.031915,0.035714,0.017857,0.017544,0
454,0,0.030612,0.034884,0.011111,0.018519,0.009709,0.019231,0.04
455,0.03125,0.032727,0.023529,0.011765,0.010204,0.021739,0,0
456,0.017857,0.023438,0.066667,0.05,0.026667,0.026667,0,0
457,0.097826,0.045455,0.112676,0.037736,0.028571,0.068966,0,0
458,0.016129,0.021127,0.06422,0,0.010101,0.033333,0,0
459,0.042553,0.036697,0.032787,0,0.032258,0.054795,0,0
460,0,0.02346,0.032,0,0.013793,0.012195,0,0
461,0.010101,0.013274,0.010526,0.008621,0.004032,0,0.011765,0
462,0.008427,0.013318,0.009346,0.008389,0.009987,0.011676,0,0.00995
463,0.014041,0.023256,0.008606,0.031655,0.016058,0.022801,0.005769,0
464,0.01403,0.015648,0.00786,0.010057,0.007585,0.019737,0,0
465,0.009486,0.014536,0.011586,0.017192,0.0114,0.015417,0.007561,0.003788
466,0.038631,0.037364,0.03251,0.034413,0.051422,0.039715,0.006645,0.007194
467,0.018018,0.007776,0.00774,0.009547,0.011889,0.013447,0.004167,0
468,0.008086,0.012955,0.011532,0.007732,0.015647,0.01328,0.004545,0
469,0.008708,0.022727,0.005236,0.011019,0.02765,0.030129,0.004975,0
470,0.002155,0.005794,0.004762,0.004032,0.006536,0.006522,0.015267,0.018182
471,0.017857,0.035124,0.015,0.034188,0.037209,0.013793,0,0.032258
472,0.005102,0.019139,0.012346,0,0.006098,0,0.017857,0
473,0.037037,0.020833,0.027972,0.013333,0.029126,0,0.018182,0
474,0.04878,0.019455,0.020202,0.015625,0,0.039216,0,0
475,0.185185,0.13369,0.08,0.116279,0.043478,0.083333,0,0
476,0.882353,0.765152,0.868421,0.7,0.882353,0.87234,0.909091,0.869565
477,0.533981,0.438903,0.35,0.453901,0.55914,0.700508,0.859375,0.809524
478,0.910412,0.86755,0.899749,0.855932,0.897436,0.920561,0.888889,0.875
479,0.79017,0.735016,0.809709,0.68662,0.796594,0.889491,0.950704,0.888889
480,0.780193,0.668613,0.793711,0.697674,0.708493,0.804634,0.953488,0.857955
481,0.598131,0.565056,0.633155,0.548638,0.567713,0.714435,0.871166,0.837963
482,0.712341,0.661208,0.722793,0.59322,0.674606,0.688629,0.879607,0.886275
483,0.721479,0.666338,0.757282,0.679825,0.678412,0.714607,0.889503,0.927215
484,0.560127,0.534389,0.695538,0.585401,0.584795,0.66,0.907579,0.906452
485,0.850546,0.800407,0.875983,0.815267,0.767123,0.735749,0.922078,0.948718
486,0.855649,0.821935,0.814549,0.833648,0.767905,0.651572,0.875648,0.909483
487,0.893773,0.893458,0.881481,0.888889,0.871508,0.810127,0.864583,0.79661
488,0.815934,0.809202,0.759657,0.79717,0.767705,0.865625,0.85124,0.844156
489,0.644275,0.624722,0.619614,0.819407,0.583411,0.473632,0.72973,0.738739
490,0.862069,0.800505,0.751852,0.913947,0.777123,0.597468,0.83871,0.737374
491,0.573171,0.387615,0.408,0.565657,0.487179,0.207317,0.126984,0.192308
492,0.33758,0.195652,0.260504,0.293478,0.263889,0.192308,0.145455,0.076923
493,0.920553,0.870519,0.799555,0.913189,0.813033,0.751253,0.92278,0.913534
494,0.941272,0.908275,0.90099,0.920962,0.930052,0.887346,0.37156,0.467626
495,0.693611,0.567463,0.552923,0.563187,0.559865,0.561404,0.153527,0.096552
496,0.621212,0.561848,0.456897,0.496599,0.510101,0.490854,0.42,0.346154
497,0.712871,0.578454,0.414815,0.536082,0.520408,0.453237,0.316456,0.157895
498,0.723077,0.741772,0.734426,0.706093,0.680791,0.685131,0.871508,0.816514
499,0.822261,0.796045,0.79697,0.830104,0.795041,0.722222,0.917117,0.908127
500,0.741667,0.749491,0.614943,0.795775,0.624535,0.547511,0.882759,0.851064
501,0.722127,0.669872,0.664577,0.743902,0.698925,0.691992,0.863636,0.842767
502,0.909682,0.846273,0.822362,0.902411,0.79868,0.771008,0.573099,0.525126
503,0.806107,0.760687,0.778799,0.83494,0.752339,0.672254,0.877493,0.853026
504,0.83209,0.802606,0.795918,0.864865,0.808582,0.69962,0.903401,0.869806
505,0.8082,0.770229,0.715435,0.858164,0.740596,0.578488,0.935835,0.88642
506,0.789116,0.769334,0.678515,0.842313,0.712507,0.59922,0.931777,0.944251
507,0.652872,0.642321,0.574884,0.766234,0.57556,0.473199,0.847423,0.869198
508,0.851613,0.830671,0.819048,0.866667,0.752941,0.808511,0.566038,0.5625
509,0.836364,0.848024,0.836364,0.756098,0.67033,0.806122,0.328358,0.325
510,0.72,0.698871,0.676157,0.764957,0.621622,0.638462,0.253012,0.150685
511,0.567568,0.542979,0.456751,0.568067,0.458748,0.447115,0.240093,0.2
512,0.85434,0.836128,0.764973,0.869632,0.765513,0.697517,0.366197,0.400673
513,0.753521,0.688581,0.618421,0.752941,0.602564,0.584615,0.615385,0.5
514,0.451852,0.477419,0.494624,0.378947,0.494253,0.651685,0.918033,0.923077
515,0.360313,0.34214,0.246914,0.224066,0.291892,0.413534,0.814286,0.74026
516,0.348712,0.357724,0.220524,0.266272,0.352453,0.390103,0.729805,0.748603
517,0.411924,0.362385,0.259928,0.303483,0.47541,0.338983,0.772059,0.8
518,0.90937,0.82599,0.863063,0.901449,0.88022,0.776511,0.871245,0.830508
519,0.877589,0.824316,0.816953,0.87344,0.812643,0.748044,0.847784,0.790614
520,0.856459,0.826992,0.835661,0.898182,0.861132,0.816313,0.683652,0.629771
521,0.877451,0.853406,0.845905,0.903285,0.851907,0.785714,0.753846,0.699219
522,0.873958,0.835279,0.777523,0.890152,0.849754,0.738381,0.654501,0.64557
523,0.748377,0.721311,0.608527,0.773006,0.621859,0.526027,0.863014,0.822034
524,0.733553,0.757877,0.593156,0.790123,0.569343,0.491453,0.872549,0.827586
525,0.813953,0.791237,0.679389,0.778947,0.606838,0.4875,0.864865,0.852941
526,0.683196,0.631579,0.571839,0.728033,0.526923,0.414815,0.662651,0.69697
527,0.681529,0.74359,0.666667,0.926316,0.815476,0.76699,0.961538,0.678571
528,0.85219,0.819747,0.784181,0.896211,0.732808,0.675635,0.89604,0.898305
529,0.504225,0.398331,0.323194,0.397183,0.485014,0.432319,0.815789,0.907407
530,0.783542,0.564632,0.772152,0.766667,0.667107,0.555404,0.857143,0.884615
531,0.712855,0.509721,0.768595,0.729805,0.583333,0.525749,0.829787,0.867925
532,0.706522,0.480226,0.760062,0.684073,0.55499,0.480493,0.893333,0.95082
533,0.661397,0.449568,0.686649,0.665929,0.525203,0.459528,0.861272,0.949367
534,0.593946,0.367288,0.530405,0.624254,0.359172,0.284537,0.85,0.925
535,0.669617,0.494685,0.685157,0.740541,0.512334,0.418627,0.880435,0.885057
536,0.743842,0.535912,0.706271,0.773292,0.585177,0.45039,0.894737,0.930556
537,0.694624,0.496027,0.614224,0.780392,0.479514,0.340176,0.888889,0.829787
538,0.710106,0.505682,0.685535,0.781991,0.482323,0.357843,0.79798,0.807692
539,0.631579,0.474057,0.489051,0.70229,0.31405,0.148936,0.85,0.8125
540,0.903361,0.929476,0.934911,0.934783,0.911111,0.837209,0.87156,0.981481
541,0.928302,0.943802,0.966102,0.96732,0.928571,0.866667,0.870968,1
542,0.883959,0.927162,0.939891,0.964912,0.944206,0.872727,0.869231,0.970149
543,0.946203,0.923184,0.969072,0.978836,0.939929,0.850575,0.854167,0.932432
544,0.892754,0.905318,0.915888,0.971292,0.884375,0.839465,0.886792,1
545,0.831921,0.805645,0.730827,0.853547,0.725979,0.651188,0.795539,0.798507
546,0.803993,0.780673,0.695918,0.830946,0.662409,0.556667,0.727749,0.765957
547,0.712575,0.743516,0.653465,0.70297,0.690476,0.380531,0.847059,0.707317
548,0.955056,0.921397,0.956522,0.965517,0.964286,0.854167,1,1
549,0.943548,0.925267,0.954128,0.9,1,0.790698,0.967742,0.954545
550,0.916793,0.880407,0.908755,0.842857,0.853909,0.820244,0.908571,0.873563
551,0.933566,0.863004,0.873181,0.728324,0.866914,0.817572,0.918033,0.914062
552,0.942438,0.867886,0.866,0.829222,0.867898,0.832643,0.927126,0.954198
553,0.893894,0.817052,0.700951,0.663823,0.757305,0.69985,0.803987,0.796512
554,0.830754,0.8044,0.711211,0.585409,0.718593,0.687377,0.921951,0.885321
555,0.832681,0.792814,0.767504,0.696364,0.750427,0.738784,0.940898,0.493274
556,0.687825,0.604153,0.395853,0.394175,0.60061,0.587137,0.834146,0.853774
557,0.600457,0.579873,0.338843,0.368635,0.494888,0.545872,0.84097,0.814634
558,0.791908,0.758669,0.568134,0.555785,0.671358,0.669006,0.869806,0.90099
559,0.783883,0.782743,0.742232,0.790433,0.731538,0.693985,0.836538,0.811765
560,0.682831,0.540917,0.32967,0.314496,0.524744,0.526968,0.754789,0.763889
561,0.754438,0.692308,0.641414,0.738532,0.640257,0.52583,0.82,0.857143
562,0.739535,0.703163,0.654135,0.820896,0.667774,0.575,0.825397,0.8
563,0.619565,0.663265,0.601208,0.635897,0.511345,0.509913,0.25,0.282051
564,0.311475,0.401575,0.46875,0.434783,0.318182,0.282051,0,0.1
565,0.978261,0.915344,0.862069,0.955224,0.941176,0.888889,0.636364,0.578947
566,0.862667,0.81445,0.757342,0.781915,0.746004,0.666416,0.605072,0.548148
567,0.916256,0.881024,0.853254,0.904306,0.822807,0.787202,0.841328,0.801653
568,0.864474,0.844869,0.807882,0.879093,0.797129,0.732157,0.754941,0.73913
569,0.839357,0.789474,0.750627,0.801567,0.725919,0.690476,0.704453,0.684685
570,0,0.009112,0.00578,0,0,0,0,0.030303
571,0.001938,0.005629,0.001724,0,0.001585,0.003106,0.004651,0.008475
572,0,0.007417,0.005734,0.007916,0.004407,0.002438,0.003115,0.010811
573,0.007843,0.008701,0.006857,0.020997,0.004866,0.004816,0.009346,0
574,0.003645,0.010019,0.005453,0.00978,0.00684,0.004467,0.005666,0.023474
575,0.00681,0.003704,0.001175,0.00489,0.004537,0.003309,0.002513,0
576,0.001131,0.005013,0.004678,0.007353,0.004724,0.003968,0.014888,0
577,0.004348,0.007463,0.005988,0,0,0.00542,0.011111,0
578,0.066667,0.01105,0.042553,0,0.030769,0.050847,0,0
579,0.029412,0.017241,0.015625,0.013333,0,0,0,0
580,0.002114,0.004004,0.002755,0.00627,0.010965,0.012963,0.004975,0
581,0.004049,0.027965,0.005376,0.009119,0.008368,0.015598,0.004695,0.008
582,0.025063,0.018608,0.022191,0.014706,0.022923,0.030303,0.005634,0
583,0.015713,0.011642,0.008838,0.007707,0.007103,0.008462,0.013021,0.004082
584,0.005629,0.013699,0.029787,0.009259,0.010767,0.011364,0.005464,0
585,0.005682,0.007673,0,0,0,0,0,0
586,0.870478,0.897644,0.888985,0.89016,0.869877,0.843198,0.958209,0.958716
587,0.92584,0.904799,0.918963,0.895692,0.881314,0.852788,0.951613,0.956731
588,0.909091,0.909233,0.913355,0.944812,0.859971,0.822162,0.952862,0.919192
589,0.919674,0.887755,0.857588,0.944206,0.858187,0.811371,0.967857,0.967914
590,0.866995,0.853288,0.818951,0.828508,0.834888,0.777685,0.898876,0.904762
591,0.783102,0.83101,0.769097,0.824885,0.761499,0.719983,0.913725,0.918239
592,0.864198,0.859213,0.747001,0.890411,0.788889,0.694383,0.943878,0.952381
593,0.858824,0.849377,0.748815,0.896875,0.744646,0.654489,0.83908,0.844828
594,0.756055,0.789352,0.66226,0.828025,0.725875,0.630039,0.847134,0.869159
595,0.817851,0.783394,0.659873,0.874576,0.736559,0.590444,0.908451,0.920792
596,0.684211,0.76555,0.680412,0.805031,0.683168,0.462745,0.837838,0.902439
597,0.801587,0.788698,0.677193,0.849673,0.689567,0.485597,0.833333,0.85
598,0.405797,0.488095,0.285714,0.471154,0.379085,0.173184,0.771429,0.708333
599,0.962025,0.917476,0.955056,0.962264,0.971014,0.928571,0.97619,0.941176
600,0.942029,0.954248,0.965035,0.966292,0.965753,0.902098,0.983333,0.96
601,0.953642,0.971338,0.938356,0.947368,0.935484,0.938776,0.956522,0.843137
602,0.932203,0.932961,0.896341,0.927273,0.953608,0.91623,0.987654,0.925926
603,0.882353,0.808717,0.824176,0.869231,0.862348,0.86,0.942529,0.830508
604,0.899563,0.932243,0.926316,0.940741,0.94902,0.94052,0.966292,0.951613
605,0.940171,0.943052,0.953125,0.944444,0.958491,0.896797,0.945055,0.952381
606,0.797697,0.766507,0.647826,0.794643,0.787517,0.758621,0.918919,0.837209
607,0.845036,0.786996,0.734353,0.809843,0.757299,0.767888,0.89426,0.901042
608,0.854875,0.853436,0.829989,0.895753,0.815618,0.77973,0.911111,0.913978
609,0.823022,0.789739,0.664524,0.864486,0.680912,0.629046,0.869369,0.92126
610,0.764249,0.806993,0.759901,0.822222,0.754237,0.651303,0.913043,0.810811
611,0.819945,0.796243,0.732824,0.849802,0.712389,0.633475,0.935185,0.969231
612,0.834783,0.835115,0.792553,0.889344,0.740826,0.639269,0.904762,0.887097
613,0.815217,0.769821,0.642105,0.835714,0.660377,0.554217,0.904762,0.95122
614,0.807692,0.648649,0.565217,0.777778,0.9375,0.761905,0.916667,0.833333
615,0.885714,0.837398,0.495575,0.746479,0.87156,0.821053,0.913043,0.666667
616,0.796992,0.734396,0.447084,0.560386,0.833856,0.760355,0.880435,0.931818
617,0.864368,0.79471,0.528926,0.722222,0.876289,0.820194,0.89899,0.897959
618,0.901532,0.84881,0.609615,0.756198,0.925666,0.855297,0.875,0.927273
619,0.830909,0.735714,0.46167,0.587591,0.870455,0.717058,0.824427,0.892308
620,0.932149,0.893082,0.652819,0.858974,0.897996,0.821248,0.842466,0.928571
621,0.730226,0.59434,0.381963,0.48,0.706977,0.61238,0.837209,0.868132
622,0.682642,0.525969,0.351454,0.468254,0.65448,0.596114,0.828729,0.84
623,0.771684,0.632491,0.372818,0.527415,0.75889,0.638239,0.836066,0.872549
624,0.663793,0.599185,0.364557,0.563452,0.608611,0.512448,0.741935,0.672727
